Call ID,Received DtTm,Neighborhood District,Lat,Lon,Call Type
3212,2023-01-05 18:41:55,Financial District/South Beach,37.7919873998129,-122.397733553251,Medical Incident
3220,2023-01-05 18:43:52,Bayview Hunters Point,37.7315110236884,-122.374784063978,Traffic Collision
3241,2023-01-05 18:44:22,Lone Mountain/USF,37.7735248515352,-122.449325874526,Medical Incident
3219,2023-01-05 18:46:16,Financial District/South Beach,37.7878342982493,-122.408245679251,Medical Incident
3226,2023-01-05 18:46:24,Sunset/Parkside,37.7610868918634,-122.490922908361,Citizen Assist / Service Call
3204,2023-01-05 18:47:37,Bayview Hunters Point,37.7266977501641,-122.38889898772,Medical Incident
3238,2023-01-05 18:52:00,Haight Ashbury,37.7721629494815,-122.433760149864,Medical Incident
3235,2023-01-05 18:55:59,Financial District/South Beach,37.7939050731848,-122.400171834642,Alarms
3202,2023-01-05 18:58:21,Tenderloin,37.7818654473304,-122.414285346421,Medical Incident
3233,2023-01-05 18:59:08,Bayview Hunters Point,37.7342870507637,-122.405494572581,Alarms
3259,2023-01-05 19:04:52,Financial District/South Beach,37.7860778017363,-122.40170904562,Alarms
3266,2023-01-05 19:11:23,South of Market,37.7795700115888,-122.411484015918,Medical Incident
3250,2023-01-05 19:12:29,Lone Mountain/USF,37.777323102471,-122.442510566382,Medical Incident
3257,2023-01-05 19:14:49,West of Twin Peaks,37.7404977579626,-122.469971004891,Medical Incident
3265,2023-01-05 19:17:28,Western Addition,37.777794188731,-122.438365500073,Medical Incident
3249,2023-01-05 19:20:15,Financial District/South Beach,37.788768328561,-122.408430006174,Medical Incident
3258,2023-01-05 19:21:47,McLaren Park,37.7166514033963,-122.42684757597,Medical Incident
3264,2023-01-05 19:22:05,Russian Hill,37.7958954987191,-122.422601519723,Other
3252,2023-01-05 19:25:07,Presidio Heights,37.7860831362217,-122.450391248259,Medical Incident
3247,2023-01-05 19:26:35,Potrero Hill,37.7536287459484,-122.395523138586,Medical Incident
3253,2023-01-05 19:30:21,South of Market,37.7808426292013,-122.395340436859,Structure Fire
3254,2023-01-05 19:30:42,Castro/Upper Market,37.7592869335567,-122.4282332932,Medical Incident
3246,2023-01-05 19:32:48,Mission,37.7642361189447,-122.419659842408,Medical Incident
3268,2023-01-05 19:33:16,Western Addition,37.7842480132027,-122.432866696869,Medical Incident
3248,2023-01-05 19:34:00,Presidio Heights,37.7886204624091,-122.447129471756,Medical Incident
3273,2023-01-05 19:36:18,Tenderloin,37.7867864398535,-122.416475580111,Alarms
3260,2023-01-05 19:36:46,Tenderloin,37.7846571393065,-122.41443019938,Medical Incident
3267,2023-01-05 19:41:55,Financial District/South Beach,37.7863072236365,-122.405294845215,Medical Incident
3251,2023-01-05 19:42:20,Excelsior,37.7231299651881,-122.435976887493,Medical Incident
3245,2023-01-05 19:43:37,Mission,37.7707477455746,-122.424852598702,Citizen Assist / Service Call
3261,2023-01-05 19:44:25,Financial District/South Beach,37.7791035227277,-122.392529032852,Medical Incident
3256,2023-01-05 19:44:51,Financial District/South Beach,37.7884505799048,-122.407597246833,Medical Incident
3255,2023-01-05 19:50:30,Tenderloin,37.7858929010786,-122.419738734781,Explosion
3269,2023-01-05 19:50:50,Noe Valley,37.7514492433399,-122.430762462292,Other
3263,2023-01-05 19:51:07,Russian Hill,37.7948173544208,-122.423227147276,Alarms
3272,2023-01-05 19:52:50,Tenderloin,37.7858929010786,-122.419738734781,Medical Incident
3262,2023-01-05 19:54:05,Western Addition,37.7779186218277,-122.430292043271,Alarms
3270,2023-01-05 19:55:13,Nob Hill,37.7880178777455,-122.417634971659,Alarms
3271,2023-01-05 19:56:46,Tenderloin,37.7849996426672,-122.421092281879,Traffic Collision
3301,2023-01-05 20:00:31,Mission Bay,37.7743802809644,-122.390735918846,Medical Incident
3275,2023-01-05 20:01:36,Tenderloin,37.7871999750116,-122.409039390561,Medical Incident
3297,2023-01-05 20:04:55,Lone Mountain/USF,37.7826460260755,-122.443580987451,Medical Incident
3292,2023-01-05 20:05:04,Financial District/South Beach,37.7924507523927,-122.405938120147,Medical Incident
3300,2023-01-05 20:07:41,Sunset/Parkside,37.7451368522259,-122.49203286585,Alarms
3291,2023-01-05 20:08:05,Visitacion Valley,37.7122553983208,-122.417104410317,Other
3290,2023-01-05 20:08:08,Hayes Valley,37.7755549059479,-122.440467342038,Water Rescue
3274,2023-01-05 20:11:20,Potrero Hill,37.7646017401486,-122.394837700995,Structure Fire
3296,2023-01-05 20:13:32,Outer Mission,37.7220486455317,-122.436867932617,Medical Incident
3294,2023-01-05 20:14:30,Mission,37.7568570579716,-122.408506271146,Medical Incident
3278,2023-01-05 20:20:49,Marina,37.799211828954,-122.441837584836,Structure Fire
3295,2023-01-05 20:21:09,Presidio Heights,37.7855993911938,-122.444184112776,Structure Fire
3283,2023-01-05 20:23:11,Tenderloin,37.7843492693967,-122.409309180702,Structure Fire
3302,2023-01-05 20:29:34,North Beach,37.8080594050547,-122.41661365069,Alarms
3284,2023-01-05 20:32:04,Tenderloin,37.7870650508608,-122.417619474069,Alarms
3303,2023-01-05 20:36:28,Visitacion Valley,37.7121495088226,-122.417141225728,Odor (Strange / Unknown)
3277,2023-01-05 20:37:39,Oceanview/Merced/Ingleside,37.7167119052351,-122.453113223591,Medical Incident
3280,2023-01-05 20:38:05,Nob Hill,37.7902802865906,-122.414916875484,Structure Fire
3286,2023-01-05 20:39:49,Bayview Hunters Point,37.7360788249591,-122.3897231033,Medical Incident
3298,2023-01-05 20:40:06,Inner Richmond,37.7810718787141,-122.465894139179,Alarms
3282,2023-01-05 20:40:47,Potrero Hill,37.7585719666446,-122.406726045013,Medical Incident
3276,2023-01-05 20:41:30,Bayview Hunters Point,37.7289612035808,-122.392478764135,Gas Leak (Natural and LP Gases)
3288,2023-01-05 20:42:46,Hayes Valley,37.7748226184309,-122.419842305148,Other
3279,2023-01-05 20:43:09,Bayview Hunters Point,37.7281410082135,-122.384781296753,Medical Incident
3299,2023-01-05 20:43:21,Haight Ashbury,37.7662133230124,-122.444342777092,Medical Incident
3289,2023-01-05 20:43:25,Financial District/South Beach,37.7951839313126,-122.398551121673,Medical Incident
3285,2023-01-05 20:50:06,South of Market,37.7811458612596,-122.409026046516,Structure Fire
3304,2023-01-05 20:51:58,Hayes Valley,37.7693687823809,-122.431469092432,Medical Incident
3293,2023-01-05 20:52:41,Pacific Heights,37.7876971552244,-122.442920479782,Structure Fire
3281,2023-01-05 20:55:36,Potrero Hill,37.7605179160115,-122.389026317776,Alarms
3287,2023-01-05 20:59:34,Tenderloin,37.7846989219759,-122.413593512877,Medical Incident
3340,2023-01-05 21:01:37,Tenderloin,37.7848074092563,-122.409471690917,Structure Fire
3311,2023-01-05 21:02:01,Bayview Hunters Point,37.7312838053833,-122.378204872935,Medical Incident
3327,2023-01-05 21:07:37,Potrero Hill,37.7631878027776,-122.407304848622,Medical Incident
3332,2023-01-05 21:09:08,Tenderloin,37.7860096412795,-122.416458282406,Medical Incident
3319,2023-01-05 21:10:21,Western Addition,37.7779545300539,-122.437542013129,Medical Incident
3308,2023-01-05 21:10:39,West of Twin Peaks,37.7284181801823,-122.449979036825,Structure Fire
3328,2023-01-05 21:11:01,Tenderloin,37.7833862379382,-122.409853729941,Medical Incident
3305,2023-01-05 21:17:39,Marina,37.8053912389914,-122.444800200776,Alarms
3335,2023-01-05 21:19:45,Tenderloin,37.7861514014659,-122.417257623805,Medical Incident
3336,2023-01-05 21:23:46,South of Market,37.7781634278768,-122.41108692372,Medical Incident
3314,2023-01-05 21:25:36,Inner Richmond,37.7807687380348,-122.469627030052,Medical Incident
3312,2023-01-05 21:26:16,West of Twin Peaks,37.7477565317249,-122.475021191856,Medical Incident
3317,2023-01-05 21:26:17,Tenderloin,37.7843964930924,-122.41690045985,Medical Incident
3307,2023-01-05 21:26:26,Golden Gate Park,37.7689370751235,-122.459385072407,Medical Incident
3323,2023-01-05 21:26:31,Mission,37.7506396511688,-122.418287870978,Medical Incident
3337,2023-01-05 21:26:32,Tenderloin,37.7837069301545,-122.408595110869,Structure Fire
3313,2023-01-05 21:30:30,Hayes Valley,37.7770909730691,-122.421330432788,Medical Incident
3325,2023-01-05 21:32:07,Western Addition,37.7812557536592,-122.437421580813,Medical Incident
3331,2023-01-05 21:34:12,Tenderloin,37.7840910361755,-122.411784369455,Medical Incident
3324,2023-01-05 21:36:05,Western Addition,37.7809746787666,-122.428825144839,Medical Incident
3306,2023-01-05 21:38:12,Tenderloin,37.778719428853,-122.414741223022,Medical Incident
3309,2023-01-05 21:39:23,Tenderloin,37.7811192121542,-122.412596970637,Medical Incident
3326,2023-01-05 21:39:54,Russian Hill,37.80160394709,-122.422069171968,Medical Incident
3320,2023-01-05 21:40:05,Outer Richmond,37.778632859992,-122.475494656548,Medical Incident
3322,2023-01-05 21:42:17,Lakeshore,37.7210572969552,-122.475221950242,Structure Fire
3315,2023-01-05 21:45:44,Bayview Hunters Point,37.7346032067084,-122.382962001592,Alarms
3330,2023-01-05 21:47:55,Hayes Valley,37.7730976142378,-122.42211684621,Structure Fire
3334,2023-01-05 21:50:17,West of Twin Peaks,37.741131115176,-122.464658512247,Medical Incident
3310,2023-01-05 21:51:34,Bayview Hunters Point,37.7367493649191,-122.389874761395,Medical Incident
3329,2023-01-05 21:54:43,Financial District/South Beach,37.7802607825563,-122.394416667117,Medical Incident
3321,2023-01-05 21:54:50,West of Twin Peaks,37.7417568103981,-122.465616085454,Alarms
3338,2023-01-05 21:56:02,South of Market,37.7774938436091,-122.41629170277,Odor (Strange / Unknown)
3316,2023-01-05 21:56:21,South of Market,37.7789337876718,-122.404974448604,Structure Fire
3318,2023-01-05 21:56:51,Financial District/South Beach,37.796803847383,-122.396979104159,Structure Fire
3333,2023-01-05 21:57:37,,37.76818016066485,-122.42572031973882,Medical Incident
3339,2023-01-05 21:58:59,Tenderloin,37.7837069301545,-122.408595110869,Medical Incident
3351,2023-01-05 22:00:18,Tenderloin,37.7840910361755,-122.411784369455,Water Rescue
3352,2023-01-05 22:02:44,Russian Hill,37.79559861643,-122.418250699774,Medical Incident
3341,2023-01-05 22:08:38,Nob Hill,37.7914958541783,-122.420873185108,Medical Incident
3355,2023-01-05 22:11:05,Excelsior,37.7299211801387,-122.42921503487,Medical Incident
3359,2023-01-05 22:12:55,Financial District/South Beach,37.7841836756047,-122.401637180525,Medical Incident
3345,2023-01-05 22:15:18,Tenderloin,37.7841909047888,-122.410119483452,Medical Incident
3342,2023-01-05 22:15:26,Pacific Heights,37.7872816258293,-122.430979800676,Other
3361,2023-01-05 22:19:40,Hayes Valley,37.7715926529882,-122.426969625838,Structure Fire
3360,2023-01-05 22:21:07,Outer Mission,37.7210351360755,-122.447136183722,Medical Incident
3350,2023-01-05 22:22:48,South of Market,37.7748963349156,-122.403405092639,Structure Fire
3347,2023-01-05 22:23:44,Outer Richmond,37.7798070706271,-122.504588332043,Structure Fire
3346,2023-01-05 22:28:24,South of Market,37.7764301693751,-122.414360138779,Medical Incident
3358,2023-01-05 22:30:37,Tenderloin,37.7860512191302,-122.418924278325,Medical Incident
3349,2023-01-05 22:38:36,Mission,37.7586325666591,-122.419052607701,Structure Fire
3354,2023-01-05 22:39:06,North Beach,37.7982249345487,-122.404282497745,Medical Incident
3353,2023-01-05 22:42:26,Bayview Hunters Point,37.7203155021552,-122.393313394241,Traffic Collision
3344,2023-01-05 22:44:25,Tenderloin,37.7817615940745,-122.411058175414,Alarms
3356,2023-01-05 22:44:59,Sunset/Parkside,37.7500452939425,-122.507995297646,Medical Incident
3343,2023-01-05 22:49:19,Nob Hill,37.7919308386336,-122.421031367895,Traffic Collision
3362,2023-01-05 22:51:04,Presidio Heights,37.7828208961152,-122.454351033841,Medical Incident
3357,2023-01-05 22:53:07,Financial District/South Beach,37.791157364852,-122.399398980331,Medical Incident
3348,2023-01-05 22:54:12,Financial District/South Beach,37.7900150198905,-122.408686428472,Alarms
3385,2023-01-05 23:01:38,South of Market,37.7732232142847,-122.402889298062,Structure Fire
3389,2023-01-05 23:04:12,Mission Bay,37.7713904956713,-122.394161419191,Medical Incident
3370,2023-01-05 23:07:45,South of Market,37.7844787439707,-122.404266872501,Medical Incident
3373,2023-01-05 23:09:49,Bayview Hunters Point,37.7207830548979,-122.39430194851,Alarms
3365,2023-01-05 23:10:52,Russian Hill,37.8019948619703,-122.419613974411,Medical Incident
3390,2023-01-05 23:16:51,Financial District/South Beach,37.7832516595628,-122.387928561643,Medical Incident
3369,2023-01-05 23:18:02,Sunset/Parkside,37.7410263538771,-122.480386667493,Medical Incident
3372,2023-01-05 23:18:04,South of Market,37.7815374331217,-122.409518341416,Medical Incident
3366,2023-01-05 23:20:35,Mission,37.7563633001161,-122.416712100806,Alarms
3388,2023-01-05 23:22:50,South of Market,37.7812876870909,-122.411318055371,Alarms
3375,2023-01-05 23:23:33,,37.76818016066485,-122.42572031973882,Medical Incident
3386,2023-01-05 23:25:01,Golden Gate Park,37.7672442209616,-122.510225749052,Medical Incident
3384,2023-01-05 23:25:47,Tenderloin,37.7842993825154,-122.410141319852,Medical Incident
3382,2023-01-05 23:27:16,Marina,37.801071154331,-122.442212684496,Medical Incident
3378,2023-01-05 23:27:40,South of Market,37.7808489821495,-122.410772584803,Medical Incident
3374,2023-01-05 23:28:45,Tenderloin,37.782943523582,-122.419988441304,Structure Fire
3387,2023-01-05 23:29:23,South of Market,37.7776242389287,-122.39998111124,Structure Fire
3377,2023-01-05 23:34:00,Hayes Valley,37.7774613611342,-122.429606677892,Medical Incident
3391,2023-01-05 23:34:58,Tenderloin,37.7870986576237,-122.410705878297,Alarms
3371,2023-01-05 23:37:28,Outer Richmond,37.7751464145485,-122.508554189237,Medical Incident
3367,2023-01-05 23:37:56,Tenderloin,37.783004077677,-122.412411747482,Citizen Assist / Service Call
3383,2023-01-05 23:38:51,Bayview Hunters Point,37.7190674314646,-122.394447939557,Medical Incident
3381,2023-01-05 23:43:58,Mission,37.7594381240168,-122.419060339091,Medical Incident
3368,2023-01-05 23:43:59,Mission,37.7701114489219,-122.420008323243,Medical Incident
3379,2023-01-05 23:46:54,Financial District/South Beach,37.786566734333,-122.407228381756,Medical Incident
3364,2023-01-05 23:47:25,Nob Hill,37.7936750957454,-122.41449049505,Structure Fire
3380,2023-01-05 23:47:38,North Beach,37.807690493217,-122.412329558798,Medical Incident
3376,2023-01-05 23:47:40,Outer Richmond,37.7774649597214,-122.501200487196,Medical Incident
3363,2023-01-05 23:56:22,Tenderloin,37.7840291146397,-122.419364167879,Alarms
3415,2023-01-06 00:00:08,Mission,37.748178766022,-122.4214039484,Traffic Collision
3417,2023-01-06 00:00:26,Russian Hill,37.8012732663621,-122.413565390557,Alarms
3404,2023-01-06 00:02:38,Tenderloin,37.784181762981,-122.414404220696,Citizen Assist / Service Call
3392,2023-01-06 00:04:47,Nob Hill,37.7905782582579,-122.420687383115,Medical Incident
3398,2023-01-06 00:05:52,Mission,37.7643357809244,-122.421249543257,Medical Incident
3401,2023-01-06 00:06:01,North Beach,37.8003260482415,-122.40968720575,Medical Incident
3408,2023-01-06 00:10:24,Sunset/Parkside,37.7516928068847,-122.492956660773,Medical Incident
3411,2023-01-06 00:10:53,Tenderloin,37.7836689847285,-122.410926562132,Medical Incident
3406,2023-01-06 00:10:56,Twin Peaks,37.7502116421396,-122.446391159683,Medical Incident
3396,2023-01-06 00:11:42,Lakeshore,37.7259492571366,-122.478840965775,Medical Incident
3399,2023-01-06 00:15:06,Mission,37.7524211883021,-122.405338378285,Medical Incident
3407,2023-01-06 00:17:53,Glen Park,37.7355907204076,-122.431668474022,Medical Incident
3416,2023-01-06 00:18:23,Mission,37.7530339738059,-122.418588598473,Medical Incident
3412,2023-01-06 00:21:29,Excelsior,37.7219915768943,-122.436749760121,Medical Incident
3413,2023-01-06 00:25:11,South of Market,37.7755141534465,-122.406295964728,Alarms
3394,2023-01-06 00:27:39,South of Market,37.775420706711,-122.403404791479,Medical Incident
3400,2023-01-06 00:28:13,West of Twin Peaks,37.7431749483835,-122.47409244345,Medical Incident
3393,2023-01-06 00:31:05,Nob Hill,37.7912011681146,-122.408529251047,Medical Incident
3414,2023-01-06 00:42:27,Western Addition,37.778632035975,-122.431763221514,Structure Fire
3418,2023-01-06 00:44:49,Visitacion Valley,37.7121040537994,-122.41847388242,Medical Incident
3397,2023-01-06 00:51:35,Tenderloin,37.7851179904712,-122.418735460998,Structure Fire
3405,2023-01-06 00:51:35,Mission,37.7622701739914,-122.419470488515,Medical Incident
3410,2023-01-06 00:51:38,Financial District/South Beach,37.7868117505944,-122.40284972021,Structure Fire
3395,2023-01-06 00:52:38,Financial District/South Beach,37.7894336812983,-122.406956986979,Alarms
3403,2023-01-06 00:58:38,North Beach,37.8054738067872,-122.407570127181,Medical Incident
3409,2023-01-06 00:59:02,Financial District/South Beach,37.791842089433,-122.394940238481,Other
3402,2023-01-06 00:59:35,Presidio Heights,37.7873936866832,-122.452758503157,Medical Incident
3435,2023-01-06 01:00:07,Portola,37.728861421632,-122.416687260507,Medical Incident
3426,2023-01-06 01:01:25,Lakeshore,37.722078288127,-122.501720822722,Outside Fire
3423,2023-01-06 01:03:11,South of Market,37.7804785121736,-122.412512257219,Medical Incident
3434,2023-01-06 01:04:47,Financial District/South Beach,37.7898275380016,-122.400837514889,Medical Incident
3419,2023-01-06 01:14:52,Mission,37.7521036457482,-122.420664802284,Medical Incident
3428,2023-01-06 01:15:58,Tenderloin,37.7839325770086,-122.412595277567,Structure Fire
3432,2023-01-06 01:19:31,Haight Ashbury,37.7679443805523,-122.448133105537,Medical Incident
3436,2023-01-06 01:22:19,Hayes Valley,37.7719485300389,-122.431252160017,Medical Incident
3427,2023-01-06 01:23:17,South of Market,37.7815374331217,-122.409518341416,Medical Incident
3420,2023-01-06 01:27:10,Outer Mission,37.7101109170934,-122.457068385555,Structure Fire
3437,2023-01-06 01:27:54,Bayview Hunters Point,37.725881170284,-122.392457448025,Alarms
3422,2023-01-06 01:43:33,Potrero Hill,37.7622847587511,-122.390704908432,Structure Fire
3433,2023-01-06 01:44:41,Presidio Heights,37.7846884277931,-122.449269596613,Structure Fire
3421,2023-01-06 01:51:08,Russian Hill,37.8029268278162,-122.419797280581,Medical Incident
3430,2023-01-06 01:53:24,Financial District/South Beach,37.791157364852,-122.399398980331,Medical Incident
3424,2023-01-06 01:57:55,Inner Richmond,37.7775132246775,-122.459111622307,Alarms
3429,2023-01-06 01:58:12,Outer Richmond,37.77960973574,-122.502972263941,Medical Incident
3425,2023-01-06 01:59:02,Mission Bay,37.7757198568858,-122.387651994804,Other
3431,2023-01-06 01:59:46,Haight Ashbury,37.7706078154142,-122.442665734926,Structure Fire
3457,2023-01-06 02:00:17,Chinatown,37.7948784682471,-122.409042836272,Medical Incident
3449,2023-01-06 02:03:56,South of Market,37.7797389055689,-122.407159489165,Medical Incident
3444,2023-01-06 02:06:25,Inner Sunset,37.7603584606606,-122.464981053248,Medical Incident
3454,2023-01-06 02:10:52,Tenderloin,37.7841866909462,-122.418546199767,Structure Fire
3448,2023-01-06 02:10:57,Tenderloin,37.7841410121878,-122.410951620282,Alarms
3443,2023-01-06 02:11:10,Castro/Upper Market,37.761776834379,-122.435151672775,Medical Incident
3446,2023-01-06 02:11:47,Mission,37.7707477455746,-122.424852598702,Medical Incident
3438,2023-01-06 02:23:46,Mission Bay,37.7771045304956,-122.392750406066,Vehicle Fire
3440,2023-01-06 02:29:07,Pacific Heights,37.7955929424303,-122.428372803491,Medical Incident
3447,2023-01-06 02:30:46,Mission,37.7649564605253,-122.421239593849,Medical Incident
3458,2023-01-06 02:33:56,Potrero Hill,37.7573076100175,-122.406619802694,Structure Fire
3442,2023-01-06 02:34:23,Sunset/Parkside,37.7509254976286,-122.488000592977,Structure Fire
3439,2023-01-06 02:36:07,Sunset/Parkside,37.7351538048309,-122.487187677177,Medical Incident
3450,2023-01-06 02:38:11,Mission,37.7651317205291,-122.407546004301,Structure Fire
3456,2023-01-06 02:41:56,Chinatown,37.796699717573,-122.408014703843,Administrative
3455,2023-01-06 02:43:26,Inner Sunset,37.7649305261179,-122.467518249907,Structure Fire
3453,2023-01-06 02:44:09,Mission Bay,37.7748701729732,-122.394417071752,Medical Incident
3445,2023-01-06 02:50:23,Nob Hill,37.7882286861562,-122.415995198292,Medical Incident
3451,2023-01-06 02:50:35,Financial District/South Beach,37.7971265118993,-122.398275004328,Medical Incident
3452,2023-01-06 02:52:59,Tenderloin,37.782845034474,-122.413221766738,Medical Incident
3441,2023-01-06 02:59:11,Tenderloin,37.7837899781799,-122.419387180576,Medical Incident
3462,2023-01-06 03:00:06,Western Addition,37.7816761463697,-122.434135796252,Structure Fire
3459,2023-01-06 03:04:20,Sunset/Parkside,37.7600132948214,-122.494005782539,Medical Incident
3471,2023-01-06 03:07:02,Inner Richmond,37.7761584734403,-122.467084259418,Medical Incident
3464,2023-01-06 03:09:30,Visitacion Valley,37.7122553983208,-122.417104410317,Medical Incident
3461,2023-01-06 03:09:40,Lakeshore,37.7155450528368,-122.473629919739,Structure Fire
3466,2023-01-06 03:19:11,Japantown,37.7842371111665,-122.440760813886,Medical Incident
3468,2023-01-06 03:24:18,Oceanview/Merced/Ingleside,37.7206473013608,-122.469933656977,Medical Incident
3463,2023-01-06 03:26:28,Visitacion Valley,37.7181958836059,-122.400271809821,Alarms
3469,2023-01-06 03:30:51,Noe Valley,37.7459746520477,-122.427998303919,Structure Fire
3470,2023-01-06 03:34:56,Bernal Heights,37.7453890212933,-122.420019126223,Medical Incident
3472,2023-01-06 03:41:45,Mission,37.7482982868438,-122.411484131055,Administrative
3460,2023-01-06 03:41:59,Excelsior,37.7274142432001,-122.429431973452,Medical Incident
3465,2023-01-06 03:47:12,Haight Ashbury,37.7712130941184,-122.433709296631,Elevator / Escalator Rescue
3467,2023-01-06 03:53:24,North Beach,37.7980497141877,-122.406829909619,Medical Incident
3480,2023-01-06 04:05:06,Japantown,37.7860447238816,-122.426514096484,Medical Incident
3481,2023-01-06 04:06:44,Mission,37.7491065061371,-122.417048845173,Medical Incident
3482,2023-01-06 04:09:33,Hayes Valley,37.7741100998058,-122.440947780365,Medical Incident
3485,2023-01-06 04:12:29,Financial District/South Beach,37.7944797173062,-122.394747580278,Medical Incident
3478,2023-01-06 04:14:49,Chinatown,37.7978646128064,-122.406667932419,Medical Incident
3474,2023-01-06 04:17:14,Presidio Heights,37.7872098592651,-122.447641497264,Medical Incident
3476,2023-01-06 04:23:16,North Beach,37.8009162018101,-122.409211049005,Alarms
3475,2023-01-06 04:29:24,Potrero Hill,37.7638966183766,-122.406436353974,Alarms
3473,2023-01-06 04:30:16,Excelsior,37.7150341119095,-122.438279191867,Medical Incident
3479,2023-01-06 04:32:14,Nob Hill,37.7886485772012,-122.421138719512,Traffic Collision
3484,2023-01-06 04:33:22,Sunset/Parkside,37.7322897085608,-122.496934761648,Structure Fire
3477,2023-01-06 04:50:19,Sunset/Parkside,37.7612125537078,-122.489320068189,Medical Incident
3483,2023-01-06 04:58:44,Sunset/Parkside,37.750400060182,-122.49991853228,Medical Incident
3490,2023-01-06 05:26:29,Chinatown,37.7950325698412,-122.407793068572,Medical Incident
3491,2023-01-06 05:29:57,Mission,37.769815078903,-122.417753195885,Medical Incident
3489,2023-01-06 05:39:03,Mission,37.7589313181833,-122.421382559773,Structure Fire
3486,2023-01-06 05:46:19,Tenderloin,37.7815955871561,-122.412190669917,Medical Incident
3488,2023-01-06 05:51:50,Western Addition,37.7889657418794,-122.423803103549,Other
3487,2023-01-06 05:52:00,Bayview Hunters Point,37.7282247671866,-122.372428105739,Medical Incident
3492,2023-01-06 05:57:43,Lone Mountain/USF,37.7771644445843,-122.443321052631,Other
3494,2023-01-06 06:29:30,Tenderloin,37.782845034474,-122.413221766738,Medical Incident
3493,2023-01-06 06:41:04,Potrero Hill,37.7586882172106,-122.397195060892,Medical Incident
3495,2023-01-06 06:43:01,Hayes Valley,37.7755549059479,-122.440467342038,Structure Fire
3505,2023-01-06 07:10:16,South of Market,37.7762305177878,-122.414711004673,Medical Incident
3496,2023-01-06 07:16:18,Portola,37.7288349995097,-122.404099704174,Alarms
3498,2023-01-06 07:17:43,South of Market,37.7832878520296,-122.408952160052,Traffic Collision
3502,2023-01-06 07:23:19,Mission,37.7674778738529,-122.419834389169,Medical Incident
3500,2023-01-06 07:24:57,Haight Ashbury,37.7706793191688,-122.449598812315,Structure Fire
3499,2023-01-06 07:28:45,Outer Richmond,37.7793747233139,-122.479242794814,Structure Fire
3503,2023-01-06 07:43:52,Western Addition,37.7872890372638,-122.424236212664,Medical Incident
3501,2023-01-06 07:51:20,Bernal Heights,37.7479396461948,-122.409678034048,Alarms
3504,2023-01-06 07:54:38,Nob Hill,37.7878721676702,-122.411699233294,Medical Incident
3497,2023-01-06 07:58:46,South of Market,37.7776242389287,-122.39998111124,Alarms
3519,2023-01-06 08:00:38,Mission,37.7526285917569,-122.41189982284,Medical Incident
3515,2023-01-06 08:01:48,Mission,37.7639686067199,-122.424148251747,Medical Incident
3525,2023-01-06 08:03:22,Mission,37.7482982868438,-122.411484131055,Traffic Collision
3513,2023-01-06 08:03:53,Sunset/Parkside,37.7400213164931,-122.480783251007,Medical Incident
3524,2023-01-06 08:07:33,Mission,37.7650258799583,-122.41917845138,Medical Incident
3516,2023-01-06 08:09:18,Castro/Upper Market,37.762464178633,-122.435763564444,Structure Fire
3527,2023-01-06 08:10:19,Bernal Heights,37.7356359705853,-122.418465889681,Medical Incident
3506,2023-01-06 08:10:50,Japantown,37.7846877609559,-122.437204719428,Medical Incident
3512,2023-01-06 08:11:02,South of Market,37.7752183483952,-122.411897085829,Structure Fire
3526,2023-01-06 08:12:43,Marina,37.8047843106254,-122.441020362067,Alarms
3523,2023-01-06 08:17:33,Mission,37.7586325666591,-122.419052607701,Medical Incident
3507,2023-01-06 08:19:38,Tenderloin,37.7849161843633,-122.411950042222,Medical Incident
3529,2023-01-06 08:20:20,Mission,37.7556941430248,-122.421071601169,Alarms
3511,2023-01-06 08:20:56,Financial District/South Beach,37.8025675142519,-122.400381980995,Medical Incident
3517,2023-01-06 08:21:38,Bayview Hunters Point,37.7299346936044,-122.397744427103,Structure Fire
3530,2023-01-06 08:25:51,South of Market,37.7811458612596,-122.409026046516,Structure Fire
3514,2023-01-06 08:26:39,Mission,37.7702452767352,-122.415276342816,Structure Fire
3531,2023-01-06 08:30:11,Japantown,37.7833263288474,-122.44032487616,Medical Incident
3520,2023-01-06 08:33:51,Tenderloin,37.7832603861296,-122.41836615418,Structure Fire
3509,2023-01-06 08:46:44,Tenderloin,37.7840910361755,-122.411784369455,Medical Incident
3510,2023-01-06 08:49:06,Tenderloin,37.7850246606887,-122.411971890566,Structure Fire
3518,2023-01-06 08:51:17,Financial District/South Beach,37.7845601421794,-122.407337041666,Other
3521,2023-01-06 08:54:59,Financial District/South Beach,37.7932304913096,-122.393181335014,Medical Incident
3522,2023-01-06 08:55:00,Presidio Heights,37.7855993911938,-122.444184112776,Medical Incident
3528,2023-01-06 08:59:22,Financial District/South Beach,37.7917834962828,-122.407352629091,Medical Incident
3508,2023-01-06 08:59:30,Marina,37.7999052486645,-122.439503305308,Medical Incident
3557,2023-01-06 09:05:23,Western Addition,37.783815387293,-122.432878599409,Outside Fire
3546,2023-01-06 09:07:55,Mission,37.7505006429684,-122.407131211507,Alarms
3532,2023-01-06 09:10:35,Tenderloin,37.7862598612958,-122.41727960137,Medical Incident
3542,2023-01-06 09:11:03,South of Market,37.7811458612596,-122.409026046516,Medical Incident
3551,2023-01-06 09:11:42,Tenderloin,37.7855804361702,-122.412857126524,Medical Incident
3553,2023-01-06 09:13:48,Nob Hill,37.7878328256481,-122.412448213375,Alarms
